customer_id,gender,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,churn,source
P795203,Male,16,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic Check,204.96,No,WGU
P717753,Male,4,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank Transfer(automatic),127.44,No,WGU
V513511,Nonbinary,5,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank Transfer(automatic),129.98,Yes,WGU
Q978096,Female,4,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank Transfer(automatic),149.94,No,WGU
B844433,Male,9,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic Check,142.45,No,WGU
A103291,Male,11,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit Card (automatic),232.62,Yes,WGU
R101514,Male,8,Yes,Yes,None,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed Check,242.64,Yes,WGU
P73950,Female,15,Yes,No,Fiber Optic,No,No,No,No,No,No,Two year,Yes,Mailed Check,112.46,No,WGU
C512310,Female,18,Yes,Yes,None,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank Transfer(automatic),172.49,Yes,WGU
Z812779,Male,22,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-month,Yes,Credit Card (automatic),144.96,No,WGU
I123852,Male,14,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed Check,192.46,No,WGU
T03134,Female,15,Yes,Yes,None,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic Check,159.99,Yes,WGU
H646152,Female,9,Yes,No,None,No,Yes,No,No,No,Yes,Two year,No,Electronic Check,137.46,No,WGU
V157744,Male,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed Check,92.46,No,WGU
I396295,Female,5,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit Card (automatic),257.65,Yes,WGU
H478829,Male,3,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank Transfer(automatic),225.15,Yes,WGU
F911285,Female,22,Yes,No,None,No,Yes,No,No,Yes,Yes,One year,No,Electronic Check,197.63,No,WGU
W279417,Male,10,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Bank Transfer(automatic),184.95,No,WGU
N886555,Female,7,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic Check,149.98,No,WGU
F534259,Female,18,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank Transfer(automatic),162.45,No,WGU
O919928,Male,6,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic Check,174.97,Yes,WGU
V981204,Male,15,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic Check,184.97,Yes,WGU
G331576,Female,6,No,No,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic Check,182.45,Yes,WGU
C486385,Female,11,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Mailed Check,149.94,No,WGU
R125693,Female,11,Yes,Yes,None,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed Check,197.52,Yes,WGU
V286928,Female,3,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic Check,157.48,Yes,WGU
L658876,Female,3,Yes,No,None,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed Check,102.47,Yes,WGU
W188751,Male,3,No,No,None,No,No,No,Yes,Yes,No,One year,No,Credit Card (automatic),117.47,No,WGU
I721653,Female,6,Yes,No,None,No,No,Yes,No,Yes,Yes,One year,No,Mailed Check,187.66,Yes,WGU
G972214,Female,13,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed Check,127.46,No,WGU
L653188,Female,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic Check,129.96,Yes,WGU
U31820,Female,3,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit Card (automatic),152.47,No,WGU
E488783,Male,21,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank Transfer(automatic),162.46,No,WGU
U36625,Female,12,Yes,Yes,None,No,No,No,No,No,No,Month-to-month,Yes,Mailed Check,112.48,No,WGU
F186086,Female,12,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed Check,237.65,Yes,WGU
I939809,Female,3,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit Card (automatic),167.46,Yes,WGU
F240803,Female,7,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank Transfer(automatic),232.64,Yes,WGU
F801493,Female,4,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic Check,179.98,No,WGU
L491403,Male,7,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank Transfer(automatic),257.65,Yes,WGU
L863306,Male,14,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank Transfer(automatic),159.95,Yes,WGU
I682933,Female,3,Yes,Yes,None,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic Check,172.47,Yes,WGU
M733994,Male,14,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,One year,No,Mailed Check,169.94,No,WGU
F856239,Female,6,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed Check,194.95,Yes,WGU
S76930,Male,8,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed Check,232.62,Yes,WGU
D868252,Female,12,Yes,No,None,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit Card (automatic),117.49,No,WGU
Q943269,Female,5,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Mailed Check,162.45,No,WGU
J378975,Male,9,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,One year,Yes,Credit Card (automatic),169.94,No,WGU
T99095,Female,32,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank Transfer(automatic),255.12,Yes,WGU
J767852,Male,8,Yes,No,None,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed Check,137.46,Yes,WGU
J568210,Female,14,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit Card (automatic),262.61,Yes,WGU
L776387,Female,21,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed Check,172.44,No,WGU
G898600,Female,4,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic Check,197.49,No,WGU
U791625,Female,3,Yes,Yes,None,No,Yes,No,No,Yes,No,One year,No,Bank Transfer(automatic),159.96,No,WGU
N894789,Female,11,Yes,Yes,None,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic Check,149.98,Yes,WGU
A505760,Male,8,Yes,No,None,Yes,No,No,No,Yes,Yes,One year,Yes,Bank Transfer(automatic),177.65,Yes,WGU
C985142,Male,9,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed Check,184.95,No,WGU
N573611,Female,9,Yes,No,None,No,Yes,No,No,Yes,No,Month-to-month,No,Credit Card (automatic),127.46,Yes,WGU
W679242,Nonbinary,6,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic Check,172.46,No,WGU
R685222,Male,23,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Two year,No,Bank Transfer(automatic),139.96,No,WGU
L942985,Female,13,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit Card (automatic),114.95,No,WGU
L945088,Male,3,Yes,No,None,No,No,No,No,No,No,Month-to-month,Yes,Credit Card (automatic),79.98,No,WGU
R72816,Male,14,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank Transfer(automatic),232.64,No,WGU
A672620,Female,6,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed Check,184.97,No,WGU
K578181,Nonbinary,17,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit Card (automatic),174.97,Yes,WGU
L98574,Male,4,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic Check,202.65,Yes,WGU
X708848,Male,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit Card (automatic),200.13,No,WGU
J900539,Male,8,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Two year,Yes,Mailed Check,144.96,No,WGU
J393735,Female,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic Check,104.96,No,WGU
E670171,Female,7,Yes,No,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic Check,182.46,No,WGU
Y654962,Female,21,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed Check,114.95,No,WGU
G957553,Female,3,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Two year,No,Electronic Check,144.96,No,WGU
M545671,Female,8,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank Transfer(automatic),174.98,No,WGU
R982501,Female,3,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,One year,Yes,Bank Transfer(automatic),159.93,No,WGU
Y306545,Male,10,Yes,Yes,None,No,Yes,No,No,No,Yes,Two year,Yes,Credit Card (automatic),169.97,No,WGU
Q467770,Female,8,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit Card (automatic),129.95,Yes,WGU
R437917,Male,12,Yes,No,None,No,No,No,No,No,No,Two year,No,Mailed Check,79.98,No,WGU
J39435,Female,11,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic Check,160.0,No,WGU
Z192393,Male,7,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank Transfer(automatic),149.94,No,WGU
F119249,Female,2,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit Card (automatic),182.47,No,WGU
J11072,Female,2,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic Check,187.48,No,WGU
I854551,Male,25,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank Transfer(automatic),92.46,Yes,WGU
W570909,Female,5,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank Transfer(automatic),139.93,Yes,WGU
A105398,Female,9,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed Check,144.99,Yes,WGU
X744657,Male,7,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank Transfer(automatic),184.97,Yes,WGU
K784562,Female,17,Yes,Yes,None,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed Check,159.99,Yes,WGU
F444920,Male,2,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,One year,Yes,Bank Transfer(automatic),159.99,No,WGU
O317698,Male,12,Yes,Yes,None,No,No,Yes,No,No,Yes,One year,No,Bank Transfer(automatic),159.99,No,WGU
Z665264,Female,3,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank Transfer(automatic),214.97,Yes,WGU
H343519,Male,12,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit Card (automatic),240.11,Yes,WGU
R511812,Male,2,Yes,Yes,None,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic Check,149.99,Yes,WGU
E172718,Male,2,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,One year,No,Mailed Check,172.44,No,WGU
G246830,Female,10,Yes,Yes,None,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic Check,150.01,Yes,WGU
G451064,Male,12,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic Check,127.44,No,WGU
D993926,Male,10,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic Check,194.99,No,WGU
M772976,Female,3,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Two year,Yes,Electronic Check,124.96,No,WGU
A727077,Male,3,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic Check,137.48,No,WGU
K361736,Female,14,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic Check,222.61,Yes,WGU
A393945,Female,10,Yes,No,None,No,No,No,No,No,No,Two year,Yes,Bank Transfer(automatic),79.98,No,WGU
I589605,Female,18,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank Transfer(automatic),192.47,No,WGU
N327641,Male,11,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit Card (automatic),220.11,Yes,WGU
J703724,Male,2,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic Check,124.98,Yes,WGU
B356659,Male,9,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank Transfer(automatic),199.99,Yes,WGU
V55806,Female,15,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,One year,No,Bank Transfer(automatic),179.95,No,WGU
I862435,Male,7,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic Check,117.47,No,WGU
X977955,Male,20,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed Check,124.98,No,WGU
T610774,Male,13,Yes,No,None,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic Check,130.01,Yes,WGU
N513478,Female,6,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed Check,159.93,Yes,WGU
K843254,Male,13,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed Check,187.61,Yes,WGU
A477627,Female,4,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit Card (automatic),220.13,Yes,WGU
S782248,Female,12,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic Check,207.48,Yes,WGU
Y842024,Female,11,Yes,Yes,None,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic Check,165.02,No,WGU
D553060,Female,13,Yes,No,None,Yes,Yes,No,No,No,No,Two year,Yes,Mailed Check,104.99,No,WGU
Q909096,Male,3,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit Card (automatic),194.96,Yes,WGU
B499886,Male,2,Yes,No,None,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed Check,117.48,Yes,WGU
U246543,Female,8,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic Check,152.47,No,WGU
X466953,Female,12,Yes,Yes,None,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed Check,230.13,Yes,WGU
H171672,Female,21,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank Transfer(automatic),124.96,Yes,WGU
W286326,Male,8,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank Transfer(automatic),255.13,Yes,WGU
H482032,Male,13,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic Check,159.93,No,WGU
D903851,Male,16,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit Card (automatic),245.13,Yes,WGU
F690235,Male,10,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank Transfer(automatic),147.44,No,WGU
C676642,Female,7,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit Card (automatic),207.61,Yes,WGU
Q270422,Female,8,Yes,No,None,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed Check,190.17,No,WGU
K812806,Male,3,Yes,Yes,None,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic Check,172.47,Yes,WGU
T592373,Female,9,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic Check,159.95,Yes,WGU
Z845059,Male,10,No,No,None,No,No,No,No,No,No,Month-to-month,No,Mailed Check,79.98,No,WGU
X258761,Male,5,Yes,Yes,None,No,No,No,Yes,Yes,Yes,One year,No,Electronic Check,220.15,Yes,WGU
D656330,Female,2,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit Card (automatic),242.63,Yes,WGU
T495078,Male,9,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed Check,179.95,Yes,WGU
J92349,Male,9,No,No,Fiber Optic,No,No,No,No,Yes,Yes,One year,Yes,Credit Card (automatic),207.61,Yes,WGU
Q696354,Female,7,Yes,No,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed Check,182.46,Yes,WGU
C515202,Male,14,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank Transfer(automatic),192.47,Yes,WGU
P263323,Male,4,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank Transfer(automatic),139.99,No,WGU
M154436,Nonbinary,18,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic Check,184.95,No,WGU
E333890,Male,9,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit Card (automatic),117.44,No,WGU
V607314,Male,5,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic Check,127.47,No,WGU
W441951,Male,11,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Mailed Check,162.45,No,WGU
Y910041,Male,2,No,No,None,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank Transfer(automatic),130.01,No,WGU
N169945,Male,6,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank Transfer(automatic),172.46,Yes,WGU
P661153,Female,5,Yes,No,None,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank Transfer(automatic),130.0,Yes,WGU
H51608,Female,19,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic Check,179.95,Yes,WGU
C620479,Female,14,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Credit Card (automatic),200.12,No,WGU
D364470,Female,11,Yes,No,None,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit Card (automatic),197.63,Yes,WGU
O903764,Female,6,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic Check,159.97,No,WGU
J170179,Male,3,Yes,No,None,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic Check,104.96,No,WGU
T380611,Male,11,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,One year,No,Credit Card (automatic),167.46,No,WGU
F537282,Female,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Bank Transfer(automatic),172.46,No,WGU
V366744,Male,8,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic Check,235.14,Yes,WGU
U726172,Male,14,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-to-month,No,Credit Card (automatic),114.97,No,WGU
U607425,Female,8,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic Check,270.16,Yes,WGU
G174513,Male,5,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit Card (automatic),235.16,Yes,WGU
C624351,Female,5,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank Transfer(automatic),252.64,Yes,WGU
Z483037,Male,10,Yes,Yes,None,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit Card (automatic),160.01,No,WGU
S708977,Female,7,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit Card (automatic),242.61,Yes,WGU
Q495387,Male,2,Yes,No,None,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed Check,104.99,No,WGU
H145896,Female,8,Yes,Yes,None,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic Check,230.13,Yes,WGU
Z865831,Male,2,Yes,No,None,No,No,No,No,No,No,Two year,Yes,Electronic Check,79.98,No,WGU
O841175,Female,10,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit Card (automatic),267.66,Yes,WGU
F84786,Female,5,Yes,Yes,None,No,Yes,No,No,Yes,Yes,One year,No,Mailed Check,230.13,Yes,WGU
K216293,Male,12,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Credit Card (automatic),152.46,No,WGU
J610004,Female,12,No,No,None,No,Yes,No,Yes,No,Yes,Two year,No,Mailed Check,149.97,No,WGU
O288038,Male,14,Yes,Yes,None,No,No,Yes,No,No,Yes,Two year,No,Electronic Check,159.99,No,WGU
H690253,Male,3,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed Check,164.99,No,WGU
Y161183,Male,6,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Two year,No,Credit Card (automatic),134.95,No,WGU
X281282,Female,9,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank Transfer(automatic),190.13,Yes,WGU
V65412,Male,15,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic Check,164.99,No,WGU
U549211,Male,3,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit Card (automatic),94.97,No,WGU
P179491,Male,8,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Two year,Yes,Bank Transfer(automatic),124.96,No,WGU
P652340,Female,17,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic Check,124.96,No,WGU
T708534,Female,4,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit Card (automatic),242.61,Yes,WGU
K325380,Female,4,No,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit Card (automatic),159.93,Yes,WGU
T653531,Nonbinary,13,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic Check,255.16,Yes,WGU
O189297,Female,16,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic Check,222.65,Yes,WGU
I250439,Male,5,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed Check,277.65,Yes,WGU
O760396,Female,12,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed Check,149.96,No,WGU
A633603,Female,12,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic Check,225.15,Yes,WGU
M572988,Male,8,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed Check,235.14,Yes,WGU
D330603,Male,13,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic Check,217.48,Yes,WGU
S70815,Male,8,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit Card (automatic),184.99,Yes,WGU
B848374,Male,4,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,One year,Yes,Electronic Check,167.46,No,WGU
X686233,Male,19,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit Card (automatic),167.46,No,WGU
Z280135,Male,10,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed Check,104.98,No,WGU
Y147099,Male,2,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit Card (automatic),187.5,No,WGU
A855887,Female,10,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank Transfer(automatic),172.49,Yes,WGU
X147035,Female,6,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank Transfer(automatic),204.98,Yes,WGU
L99216,Male,19,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic Check,162.47,No,WGU
X354158,Female,8,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed Check,154.96,No,WGU
P361045,Female,15,Yes,No,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit Card (automatic),182.45,No,WGU
O575002,Male,9,No,No,Fiber Optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed Check,114.97,No,WGU
C274032,Female,12,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic Check,194.97,Yes,WGU
S682687,Male,6,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,One year,No,Electronic Check,172.46,No,WGU
G354597,Female,2,No,No,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic Check,182.46,Yes,WGU
R317720,Female,2,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank Transfer(automatic),242.63,Yes,WGU
T22671,Female,5,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank Transfer(automatic),217.48,No,WGU
M908203,Male,16,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed Check,207.5,No,WGU
K610866,Female,3,Yes,No,Fiber Optic,No,No,Yes,No,No,No,One year,No,Electronic Check,124.98,No,WGU
Z849200,Female,9,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit Card (automatic),172.47,Yes,WGU
D321119,Male,6,No,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank Transfer(automatic),152.46,Yes,WGU
X435937,Female,13,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic Check,132.47,No,WGU
C315562,Female,12,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank Transfer(automatic),197.49,No,WGU
I692478,Male,4,Yes,No,None,No,No,No,No,Yes,No,Month-to-month,No,Electronic Check,104.96,Yes,WGU
M464374,Male,6,Yes,No,Fiber Optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic Check,182.45,No,WGU
D347113,Male,5,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit Card (automatic),240.11,Yes,WGU
C548406,Female,15,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic Check,152.44,No,WGU
R640213,Female,10,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic Check,159.98,Yes,WGU
N340220,Male,10,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Mailed Check,242.61,Yes,WGU
M171160,Female,8,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank Transfer(automatic),182.48,Yes,WGU
G164719,Male,5,No,No,Fiber Optic,No,No,No,No,No,No,Two year,Yes,Bank Transfer(automatic),112.46,No,WGU
C444218,Male,17,Yes,Yes,None,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic Check,175.02,Yes,WGU
